S.NO,QUESTIONS,ANSWERS,LINKS
201,What is your Life Guarantee?,"We show a Life Guarantee on all fresh products, which is the minimum number of days you can expect an item to last. This is counted from the day following your delivery.It’s best to book your delivery slot before adding items to your trolley – this will show you the most accurate product information for your delivery.We do our best to meet the product life specified on the website, but there may be a small number of exceptions within the millions of products supplied each week. Of course, we'll promptly and fully refund the price of any goods that do not meet your satisfaction if you notify us within the time period set out in our Purchase Terms.This applies also to any products that do not meet the amount of guaranteed shelf life, and you won't need to show any other fact to demonstrate that you are not satisfied with their condition.For full information, see our Terms & Conditions.If you need help or advice on a product, please get in contact with us, here.",https://help.ocado.com/hc/en-us/articles/360009838438-What-is-your-Life-Guarantee-
202,How do I add items to my trolley?,"Simply click on the yellow, 'Add to trolley' button on our website to add the corresponding item to your virtual trolley. Then, once your item has been added, you can use the small plus and minus buttons to specify the quantities you'd like to buy. ",https://help.ocado.com/hc/en-us/articles/360018128651-How-do-I-add-items-to-my-trolley-
203,How to write a product review,"Your feedback is important to us! To write a review, simply search the item on Ocado.com and scroll down to ‘Ratings and reviews’ underneath product information. Choose your star rating then, ‘Leave a review’",https://help.ocado.com/hc/en-us/articles/4406329236754-How-to-write-a-product-review
204,Why has my product review disappeared?,"If a review has disappeared, it may mean we’ve rejected it. There’s a few reasons why we might reject a review, the most common being the item getting flagged as ‘not purchased’ or inappropriate language being used.We can respond to or delete your review but we won’t change the contents you post. We want to hear your honest reviews - your feedback is important to us!",https://help.ocado.com/hc/en-us/articles/4406335256850-Why-has-my-product-review-disappeared-
205,How do I delete a review I've made?,"You can easily remove a review you have left on a product with Ocado.com. Simply, go back to the item you’ve reviewed and select the ‘Remove’ button under ‘Your rating and review’. Want to change your rating? Simply, remove your current review and add a new one.",https://help.ocado.com/hc/en-us/articles/4406335267602-How-do-I-delete-a-review-I-ve-made-
206,How do I change my nickname for reviews?,"Need to change your Ocado.com nickname? Get in contact with us, here. This will allow us to prioritise your query and deal with it as quickly as possible",https://help.ocado.com/hc/en-us/articles/4406329278866-How-do-I-change-my-nickname-for-reviews-
207,How you sell pet toys and accessories?,"We stock a wide range of pet items at ocado.com/pet, including food, toys, healthcare, tech and so much more.",https://help.ocado.com/hc/en-us/articles/360009837198-Do-you-sell-pet-toys-and-accessories-
208,How do I find groceries suitable for special diets?,"While you're shopping our virtual shelves, you'll find filters on the left-hand side of the page under 'Dietary & Lifestyle'. Making it even easier to browse for your diet. Search vegan, vegetarian or gluten-free groceries with the click of a button.The majority of our products also have 'back of pack' information, which will provide you with a little more detail about a particular product. To find this information, you just have to click on the product image or name in the aisle and go through to the product page",https://help.ocado.com/hc/en-us/articles/360017847352-How-do-I-find-groceries-suitable-for-special-diets-
209,My product is missing an expiry date,"Not all products need a 'use-by' or expiry date – more information can be found on the Government's food labelling pages. If your product should have had a use-by date, please take a photo and email it to ocado@ocado.com so we can report this to our supplier.",https://help.ocado.com/hc/en-us/articles/360009811537-My-product-is-missing-an-expiry-date
210,How do I find products that are on special offer or promotion?,"We have lots of products on offer each and every week. You'll find these throughout our website, with red 'On Offer' and 'Top Offers' links in almost every aisle.If you want to go straight to all the offers, simply follow the 'Offers' tab (at the top of the homepage). This will take you through to our dedicated Offers page, where you can browse through each of the categories to see all the products we have on promotion.",https://help.ocado.com/hc/en-us/articles/360018128571-How-do-I-find-products-that-are-on-special-offer-or-promotion-
211,Why is a 'typical price' given for some items?,"As the weights and sizes of some products vary, certain items (also known as catch-weight items) are priced according to the exact weight of the item delivered to you.To give you an estimated idea of what these products will cost when you're shopping, we show you the price of the item per kilogram, the 'typical weight' of the item and the 'typical price' per item. The 'typical price' is based on what the average weight of that particular item would cost.",https://help.ocado.com/hc/en-us/articles/360017847692-Why-is-a-typical-price-given-for-some-items-
212,What is the sugar tax?,"Sugar tax' is another name for the Soft Drink Industry Levy, a tax on sugar-sweetened drinks sold in the UK. The tax is part of a public health initiative by the Government to combat rising rates of obesity and type 2 diabetes in the UK.A charge of 18p per litre for soft drinks that contain at least 5g of added sugar per 100ml has been included in product prices since 6th April 2018. For drinks with at least 8g of sugar per 100ml the tax is 24p per litre. Fruit juices, drinks with naturally occurring sugar, milk-based drinks containing sugar, and most alcoholic drinks are exempt from the tax.To shop from products that aren't affected by the sugar tax, use the Soft Drinks Lugar Levy filter in the column to the left of the Soft Drinks, Tea & Coffee aisle on our website. Lower sugar and sugar-free options will then be displayed. This filter is not available on our app just yet.The money is used by the Government to fund sports activities in schools to help combat childhood obesity and diabetes.You'll find more information on the Government website.",https://help.ocado.com/hc/en-us/articles/360017967432-What-is-the-sugar-tax-
213,What is a catch-weight item?,"As the weights and sizes of some products vary, certain items (also known as catch-weight items) are priced according to the exact weight of the item delivered to you.When you're shopping on our website, we'll show you the price per kilogram, the 'typical weight' of an item and the 'typical price' per item. This should give you an estimated idea of how much the item will cost when it's delivered.",https://help.ocado.com/hc/en-us/articles/360017847512-What-is-a-catch-weight-item-
214,Can I print a list of my Ocado Favourites?,"Yes! Simply head to your Account Settings, under 'My Ocado'. You can select the ‘Export your favourites’ link to download a list of your favourites. You’ll be able to look through the info in a spreadsheet application like Microsoft Excel and print it out if you wish.",https://help.ocado.com/hc/en-us/articles/360017851152-Can-I-print-a-list-of-my-Ocado-Favourites-
215,Water limit,"Currently, you're able to order a maximum of 24 litres of water per delivery. Our aim is to run operations efficiently, taking into consideration space in our vans as well as the health and safety of our drivers. ",https://help.ocado.com/hc/en-us/articles/4408533106706-Water-limit
216,How do I sign up for SMS delivery reminders?,"Go to your Account Settings and select Delivery SMS Reminders. Choose which number you’d like us to send Delivery SMS Reminders to and remember to Save changes.If your number is not shown, select Manage your phone numbers to go through to your Contact Details page where you'll be able to add it. Once your number is saved you can follow the Set delivery SMS reminders link and go back to enable your reminders.If you no longer want to receive SMS reminders, simply select Disable SMS reminders.Please note: Delivery reminders are not part of marketing communications",https://help.ocado.com/hc/en-us/articles/4672365554194-How-do-I-sign-up-for-SMS-delivery-reminders-
217,"If I sign up for SMS reminders, when will I receive a message?","We send a reminder the day before a delivery that contains your order cut-off time – just in case you still want to make any changes.We’ll also send you one on your delivery day to confirm the details of your delivery, like the name of your friendly Ocado delivery driver.",https://help.ocado.com/hc/en-us/articles/360018243231-If-I-sign-up-for-SMS-reminders-when-will-I-receive-a-message-
218,How many text messages am I likely to receive if I opt in to SMS reminders?,Only one or two – we’ll never clog up your inbox.You’ll get one the day before your delivery to remind you of your order cut-off time (as long as you placed your order more than one day in advance). Then you’ll get a second to give you an update on the day of your delivery.,https://help.ocado.com/hc/en-us/articles/360018243311-How-many-text-messages-am-I-likely-to-receive-if-I-opt-in-to-SMS-reminders-
219,Are SMS reminders free?,"Yes, they’re absolutely free. You won’t pay a penny.",https://help.ocado.com/hc/en-us/articles/360017968652-Are-SMS-reminders-free-
220,How do I turn the reminder messages off?,"Go to your Account Settings (under your ‘My Ocado’ tab) and click on the SMS Reminders box. Select 'Disable SMS Reminders' and click Save.If you change your mind, you can turn the reminders back on whenever you like – after all, they do come in handy sometimes.",https://help.ocado.com/hc/en-us/articles/360018243531-How-do-I-turn-the-reminder-messages-off-
221,Why didn’t I receive my usual reminder today,"There could be a few reasons why you didn’t get a reminder.You won’t get a cut-off reminder if you opted for a next-day delivery slot – we only send out reminders for orders placed more than one day in advance.We also promise not to send reminders between 10pm and 8am (we don’t want to wake you!). So, if your delivery slot was before 8am, you wouldn’t have received an SMS.",https://help.ocado.com/hc/en-us/articles/360017968752-Why-didn-t-I-receive-my-usual-reminder-today-
222,Do I get an SMS if my delivery is early in the morning or late at night?,"We’ll never send you a message between 10pm and 8am if you don't have a slot between those hours – we’d hate to wake anybody up. If your delivery is due before 8am, we'll only text you at the start of your slot. If you have a late night slot then we'll still text you in advance and then only after 10pm if there's a delay on the route.",https://help.ocado.com/hc/en-us/articles/360018243651-Do-I-get-an-SMS-if-my-delivery-is-early-in-the-morning-or-late-at-night-
223,I've changed my phone number. How do I make sure I still receive reminders?,"Go to your Account Settings (under ‘My Ocado’) and select the Account Details page, here, you can update your mobile number easily. Just click 'Save changes' to confirm the change. ",https://help.ocado.com/hc/en-us/articles/360017968832-I-ve-changed-my-phone-number-How-do-I-make-sure-I-still-receive-reminders-
224,Do I have to reply to the message?,"Not at all. In fact, if you tried to reply the message wouldn’t go anywhere, it’s a one-way messaging system we use to keep you updated.",https://help.ocado.com/hc/en-us/articles/360018243751-Do-I-have-to-reply-to-the-message-
225,If I reply to the message will it go to my driver?,"No, your driver won’t get the message. If you need to get a message to your driver, please fill in our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible.",https://help.ocado.com/hc/en-us/articles/360018243851-If-I-reply-to-the-message-will-it-go-to-my-driver-
226,Will it be used for marketing purposes?,"SMS reminders are completely separate from marketing communications.If you opt-in for SMS reminders you'll receive updates about your orders and our services directly to your mobile as a text message. Opting-in to SMS reminders does not automatically opt you in to receive SMS Marketing.Your SMS marketing preferences can be managed within your marketing communications preferences. You can view or update this by going to your Account Settings, selecting Marketing Communications and using the SMS marketing tick box to tell us whether or not you would like to receive SMS marketing.",https://help.ocado.com/hc/en-us/articles/360018243971-Will-it-be-used-for-marketing-purposes-
227,What are phishing emails?,"Phishing emails are emails sent by fraudsters pretending to be an organisation such as an online shop, bank or credit card company. There are many reasons why they may send these emails but they are often malicious. Recently we have seen emails pretending to come from Ocado.",https://help.ocado.com/hc/en-us/articles/360018140531-What-are-phishing-emails-
228,What should I do if I receive a phishing email?,"Delete it without opening any attachments, without clicking on any links, and do not reply to the email. If you did open the attachment or click on a link, you should run anti-virus software on your computer and consider updating your passwords for online accounts.",https://help.ocado.com/hc/en-us/articles/360018140771-What-should-I-do-if-I-receive-a-phishing-email-
229,How can I spot a phishing email?,"There is no sure-fire way to spot a phishing email, but there are a few signs that should make you cautious:1. The information is generic.2. The information appears very precise, but you are addressed in a generic way and not by your name.3. The information is incorrect.4. There are spelling mistakes or poor formatting.5. The email address is not the usual address the sender uses.6. The email either contains an attachment or a link to a website, and you will usually be asked to click on the link or download the attachment.",https://help.ocado.com/hc/en-us/articles/360018140871-How-can-I-spot-a-phishing-email-
230,What's happened to the Alexa skill?,"We're sorry you aren't able to 'Ask Alexa' anymore. This feature has now been decommissioned by Ocado.But don't worry; we have plenty of easy shopping tools for you to use to save you some time browsing our virtual shelves.Check out Instant Shop or make your own shopping lists here.If you have any questions or feedback, please contact our friendly advisors at our award-winning Customer Hub here. ",https://help.ocado.com/hc/en-us/articles/8403856073746-What-s-happened-to-the-Alexa-skill-
231,How do I manage what communications I receive from you?,"You have the right to amend your marketing preferences at any time. The easiest way to view and update your preferences is through your Ocado account, by selecting  Account Settings under 'My Ocado' and then 'Marketing Communications'. Here you will be provided with information on how to manage your marketing preferences across all our marketing channels. For further detail on how we process your personal data please see our Privacy Notice.You can also query your marketing preferences by contacting privacy@ocadoretail.com",https://help.ocado.com/hc/en-us/articles/360017863052-How-do-I-manage-what-communications-I-receive-from-you-
232,How can I contact you?,"If our FAQs don’t have the answers you need, we want to hear from you!Please get in contact with us, here. This will allow us to prioritise your query and deal with it as quickly as possible.",https://help.ocado.com/hc/en-us/articles/360002598517-How-can-I-contact-you-
233,Where can I find your privacy and cookie policy?,You can find our privacy and cookie policy here [https://ocadoretail.com/wp-content/uploads/2023/03/customer-privacy-notice.pdf],https://help.ocado.com/hc/en-us/articles/360017862852-Where-can-I-find-your-privacy-and-cookie-policy-
234,How do I close my account?,"Should you wish to close your account, please fill in our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible. [https://help.ocado.com/hc/en-us/requests/new]",https://help.ocado.com/hc/en-us/articles/360028698452-How-do-I-close-my-account-
235,Help with advertising claims,"If you wish to enquire about any claims made within our advertising, please email pressoffice@ocadoretail.com. ",https://help.ocado.com/hc/en-us/articles/360019451778-Help-with-advertising-claims
236,Where can I see jobs at Ocado?,Great to hear you're interested in joining us. All open positions are advertised on our career pages: [https://careers.ocadoretail.com/][ https://careers.ocadogroup.com/jobs?size=10 ],https://help.ocado.com/hc/en-us/articles/360004009397-Where-can-I-see-jobs-at-Ocado-
237,Do you have any warehouse or driver jobs available?,Great to hear you're interested in joining us. All open positions are advertised on Ocado Group’s career page. https://careers.ocadogroup.com/teams/drivers-and-warehouse,https://help.ocado.com/hc/en-us/articles/360007090957-Do-you-have-any-warehouse-or-driver-jobs-available-
238,When are the phone lines open?,Our phone lines are open from 7 am to midnight every day. ,https://help.ocado.com/hc/en-us/articles/360009837138-When-are-the-phone-lines-open-
239,What is an eco shop purchase / what is the eco shop? ,"We recently launched an Eco Shop on Ocado.com that’s packed with a wide range of more environmentally friendly products. These products either help fight food waste, have responsible ingredients, come in more thoughtful packaging, or help you move towards a greener lifestyle. To make an Eco Shop purchase, just search ‘eco’ in the search bar on ocado.com to browse the range.",https://help.ocado.com/hc/en-us/articles/360016549158-What-is-an-eco-shop-purchase-what-is-the-eco-shop-
240,Can I return my Ocado wine carriers for recycling? ,"Thank you for doing your part to recycle! We're conscious of our environmental impact and are constantly working to reduce our waste. Our wine carriers are made from 100% recyclable materials and can be disposed of in your recycling bin for regular local council collections, or you can now hand them back to your driver, along with your carrier bags.For information on recycling collections in your area, please visit https://www.gov.uk/recycling-collections. ",https://help.ocado.com/hc/en-us/articles/4404008298898-Can-I-return-my-Ocado-wine-carriers-for-recycling-
241,Do you take back old electricals? ,"We don’t, but you can recycle your electrical and electronic devices for free at your local recycling centre. To find your nearest centre, visit the Recycle More website and type in your postcode.",https://help.ocado.com/hc/en-us/articles/360002123877-Do-you-take-back-old-electricals-
242,Can I recycle old batteries? ,"Although we don't accept old battery returns, we highly recommend you recycling them at your local collection point!Each battery recycled will be taken apart and many of the materials will be used to make new batteries or other products. If you put them in with your regular rubbish they’ll be taken to landfill sites and the resources in them lost. There’s also the potential for them to cause pollution, as batteries contain hazardous substances such as mercury (Hg), cadmium (Cd) or lead (Pb).All batteries labelled with the crossed-out wheelie bin shouldn’t be added to your reyeahgular waste, but instead at specific battery recycling points.All types of batteries – disposable and rechargeable – can be recycled, including:AAA and AA cells.Sizes C and D.Button batteries (e.g. watch or hearing aid batteries).Mobile phone batteries.Laptop batteries.Powertool batteries.You can find a battery collection point near you that’ll accept your used batteries free of charge here. Enter your postcode to see if your household collection service will take them, or to find a local collection point.",https://help.ocado.com/hc/en-us/articles/360031079231-Can-I-recycle-old-batteries-
243,What are you doing about the Waste Electrical and Electronic Equipment (WEEE) Regulations 2006? ,"In the UK, distributors (including retailers) must provide a free system that offers customers buying new electrical equipment the opportunity to recycle their old items for free. As a responsible retailer, we financially support the national network of WEEE recycling centres established by local authorities. This is achieved through membership of the national Distributor Take-Back Scheme (DTS).To find your nearest centre, visit the Recycle More website and type in your postcode.So that you know they can be recycled, electrical equipment is now marked with the crossed-out wheelie bin symbol. Please do not throw any electrical equipment (including those marked with this symbol) in your bin.",https://help.ocado.com/hc/en-us/articles/360002123817-What-are-you-doing-about-the-Waste-Electrical-and-Electronic-Equipment-WEEE-Regulations-2006-
244,Will your website work on all internet browsers? ,"You'll be able to use our website on most modern browsers, including Internet Explorer 9 and later, as well as up-to-date versions of other browsers: Chrome, Firefox, Safari.For the best shopping experience, we recommend using Google Chrome.Please note: your browser will need to have JavaScript enabled to display our site properly.",https://help.ocado.com/hc/en-us/articles/360017848652-Will-your-website-work-on-all-internet-browsers-
245,How do I clear cookies?,"To delete your browser cookies, you can press ctrl + shift + del, selecting 'cookies' and clicking clear data. On mac, it's cmd + shift + del.)For information on cookies and data, please see our Privacy & Cookie Policy.",https://help.ocado.com/hc/en-us/articles/360009811317-How-do-I-clear-cookies-
246,Why do I get a 'failed' message when I try to log in? ,"You may be entering an incorrect email address. Take a look back through your emails to see what email address you used to register with us.If you’ve forgotten your password, then head here and we’ll send you an email with a link to reset it. If you don’t receive this email from us, and you’ve checked your spam/junk folders, then fill in this form and we'll take a look as soon as possible.If you’re logging in through your Facebook or a PayPal account, make sure you’re using the correct details for those accounts, especially if you’ve changed them recently",https://help.ocado.com/hc/en-us/articles/360030442012-Why-do-I-get-a-failed-message-when-I-try-to-log-in-
247,Why do I keep getting 'connection refused' or 'website not found' messages when I try to load ocado.com? ,"Does it only happen when you're trying to get to ocado.com? Try the following:1. Load another website just to check if it's specific to us or not. If you get the same message, you'll need to contact your internet service provider.2. If it's a short link, try adding www. to the start of the web address.3. If you've tried the above and the message only seems to appear when you're trying to get to ocado.com – please fill in our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible. ",https://help.ocado.com/hc/en-us/articles/360017848612-Why-do-I-keep-getting-connection-refused-or-website-not-found-messages-when-I-try-to-load-ocado-com-
248,Why are some items priced differently in M&S stores? ,"The vast majority of M&S products on Ocado are similarly priced to those in stores. However, both companies remain separate entities and set prices independently, and therefore prices can differ between online and instore, in both directions.Ocado remains committed to providing the best value experience for its customers.If you have any pricing queries, please get in contact with us here. ",https://help.ocado.com/hc/en-us/articles/360012507457-Why-are-some-items-priced-differently-in-M-S-stores-
249,Does M&S have a good range of vegetarian and vegan produce? ,"Yes! We offer over 6,000 vegan items on our virtual shelves, including the exciting M&S Plant Kitchen range, which is full of innovative new products that we know you'll love.",https://help.ocado.com/hc/en-us/articles/360012507577-Does-M-S-have-a-good-range-of-vegetarian-and-vegan-produce-
250,How does the M&S range cater for free-from and other dietary requirements? ,"The M&S 'Made Without' range contributes to our growing offering of innovative dietary-specific products. Our Ocado philosophy is to cater for many different speciality diets, including: free-from, international, halal and kosher. We pride ourselves on making it easy for you to shop for the food and drink you want. While we try our best to flag products accurately, we cannot guarantee 100% accuracy, and it is always the customer’s responsibility to read product labels and descriptions, before purchase and consumption.",https://help.ocado.com/hc/en-us/articles/360012507597-How-does-the-M-S-range-cater-for-free-from-and-other-dietary-requirements-
251,What M&S brands do you stock? ,"You can buy a whole range of M&S products on Ocado, including those from their Balanced For You, Count On Us, Made Without, Plant Kitchen, Gastropub, Our Best Ever and Organic ranges. ",https://help.ocado.com/hc/en-us/articles/360012574738-What-M-S-brands-do-you-stock-
252,Do you sell M&S homeware? ,"We stock hundreds of M&S home and lifestyle products on Ocado.com, from kitchen and homeware to essentials like kids’ products and hosiery. If you see a homeware product you'd like us to stock, you can send us the details via the product request option on our website. This is found when you search for a product that we do not stock, as well as at the very bottom of every page of the site.",https://help.ocado.com/hc/en-us/articles/360012574818-Do-you-sell-M-S-homeware-
253,There are items I usually shop in store with M&S that I can't find on Ocado.com ,"You can shop thousands of M&S favourites on Ocado; from fruit, veg, meat and fish to homeware and beauty too! We are always revising our product range and continually making exciting new M&S products available to shop online.Next time you see an item you'd like us to stock, you can also send us the details via the product request option on the website. This is found when you search for a product that we do not yet stock, as well as at the very bottom of every page of the website. Was this article helpful?",https://help.ocado.com/hc/en-us/articles/360012507737-There-are-items-I-usually-shop-in-store-with-M-S-that-I-can-t-find-on-Ocado-com
254,Can I access the M&S food-on-the-go range online? ,"The Food on the Move range is not available on ocado.com. We are constantly reviewing our range though, so keep an eye on ocado.com.",https://help.ocado.com/hc/en-us/articles/360012507757-Can-I-access-the-M-S-food-on-the-go-range-online-
255,Doesn’t M&S food have more plastic/less sustainable packaging? ,"Please rest assured that we take our responsibility as a retailer very seriously. As such, our use of plastic is something we are constantly reviewing. We’re founding signatories of the UK Plastics Pact; an industry-leading initiative backed by WRAP and the UK Government to tackle plastic as pollution and create an environment where plastic never becomes waste. We’ve been working hard to make the packaging on Ocado Own-Label products as sustainable as possible.We do understand, however, that you’re particularly interested in M&S food and drink packaging. M&S is a member of the UK Plastics Pact and have committed to have 100% recyclable plastic packaging in the UK from 2022. For further information, please visit https://corporate.marksandspencer.com/",https://help.ocado.com/hc/en-us/articles/360012575018-Doesn-t-M-S-food-have-more-plastic-less-sustainable-packaging-
256,What is the M&S stance on animal welfare? ,"M&S are committed to ensuring the highest standard of animal welfare. For further information, please visit https://corporate.marksandspencer.com/sustainability",https://help.ocado.com/hc/en-us/articles/360012575058-What-is-the-M-S-stance-on-animal-welfare-
257,Does Ocado accept M&S gift cards? ,"Although we are partnered with M&S, we operate as two separate entities. Therefore, we’re unable to accept gift cards for M&S products sold through ocado.com",https://help.ocado.com/hc/en-us/articles/360012575078-Does-Ocado-accept-M-S-gift-cards-
258,"Can I use my Sparks card, and get Sparks offers when shopping with Ocado?",You won’t be able to use your Sparks card on ocado.com.,https://help.ocado.com/hc/en-us/articles/360012507977-Can-I-use-my-Sparks-card-and-get-Sparks-offers-when-shopping-with-Ocado-
259,Can I return products to M&S stores e.g. clothes/homeware? ,"As M&S and Ocado are two separate businesses, your items will need to be returned to the point of purchase. In the case of ordering from Ocado, M&S products will need to be returned the usual way. For information on our current returns policy, please read our FAQ, What is your returns policy for non-perishable products? ",https://help.ocado.com/hc/en-us/articles/360012508037-Can-I-return-products-to-M-S-stores-e-g-clothes-homeware-
260,My main problem when shopping with M&S is the use-by dates. Are you working to improve this? ,"We always aim to give our customers the best quality products with as long a life as possible and, as we don’t pick from stores, our produce comes straight from our suppliers to our climate-controlled warehouse and then straight to your front door!On all fresh items, we’ll show you a Life Guarantee, the minimum number of days you can expect the item to last. For more information, please read our FAQ, What is your Life Guarantee? ",https://help.ocado.com/hc/en-us/articles/360012508077-My-main-problem-when-shopping-with-M-S-is-the-use-by-dates-Are-you-working-to-improve-this-
261,What is Refer a Friend?,It’s our referral scheme that lets you and your friends claim an Ocado voucher the first time they shop with Ocado.,https://help.ocado.com/hc/en-us/articles/9566066676508-What-is-Refer-a-Friend-
262,How do I claim my voucher? (for existing customers),We’ll email you your voucher as soon as your friend has had their shop delivered..,https://help.ocado.com/hc/en-us/articles/9566108738460-How-do-I-claim-my-voucher-for-existing-customers-
263,Why didn’t I receive my voucher code? (for existing customers),"You probably didn’t receive your voucher code because your friend hasn’t had their first shop delivered yet. We’ll contact you as soon as they’ve done this. Remember, your friend must use their voucher on their first shop within 12 weeks of receiving it.",https://help.ocado.com/hc/en-us/articles/9566095821212-Why-didn-t-I-receive-my-voucher-code-for-existing-customers-
264,I have questions about Refer a Friend that you haven’t answered in the FAQs,"If you can’t find the answers to your questions in our FAQs, please send them to us using our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible.",https://help.ocado.com/hc/en-us/articles/9566050586140-I-have-questions-about-Refer-a-Friend-that-you-haven-t-answered-in-the-FAQs
265,Am I eligible to be referred to Ocado? (for new customers),You can Refer a Friend if you have shopped with us at least once before.,https://help.ocado.com/hc/en-us/articles/9566029832220-Am-I-eligible-to-Refer-a-Friend-for-existing-customers-
266,How do I claim my voucher (for new customers),"To claim your voucher, enter your email address on the New Customer Refer a Friend page, and we’ll send you a £20 voucher to add at checkout on your first shop. Remember you must have spent a minimum of £70 at Ocado to qualify. This voucher will only be valid for your first shop and needs to be used within 12 weeks of receiving it.",https://help.ocado.com/hc/en-us/articles/9566058347804-How-do-I-claim-my-voucher-for-new-customers-
267,Am I eligible to Refer a Friend? (for existing customers),You can Refer a Friend if you have shopped with us at least once before.,https://help.ocado.com/hc/en-us/articles/9566029832220-Am-I-eligible-to-Refer-a-Friend-for-existing-customers-
268,How do I Refer a Friend? (for existing customers),"Our Refer a Friend scheme has changed to email-invite only. You’ll receive an email with a unique referral link that you can copy and paste and send to your friends and family. Once they’ve signed up and had their first order delivered, you’ll receive a voucher for your next shop.",https://help.ocado.com/hc/en-us/articles/9566028432028-How-do-I-Refer-a-Friend-for-existing-customers-
269,How many friends can I refer?,You can recommend Ocado to as many friends as you like.,https://help.ocado.com/hc/en-us/articles/9565986506908-How-many-friends-can-I-refer-
270,Why isn’t my voucher code working? (for new customers),This could be because the minimum spend to use with a Refer a Friend voucher is £70 and it must be the only voucher you use for that order.  Still having trouble? Get in contact with us.,https://help.ocado.com/hc/en-us/articles/9566024640412-Why-isn-t-my-voucher-code-working-for-new-customers-
271,What if I’m already registered but haven’t placed my first shop yet? (for new customers),"You can claim a Refer a Friend voucher if you have an Ocado account, just as long as you haven’t placed an order yet. ",https://help.ocado.com/hc/en-us/articles/9565966919836-What-if-I-m-already-registered-but-haven-t-placed-my-first-shop-yet-for-new-customers-
272,Why isn’t my voucher code working? (for existing customers),"This could be because the minimum spend to use with a Refer a Friend voucher is £70 and it must be the only voucher you use for that order. You can only claim one voucher per household. So, any friends who have the same delivery address as the referrer or as each other will only count as one referral.",https://help.ocado.com/hc/en-us/articles/9565979202076-Why-isn-t-my-voucher-code-working-for-existing-customers-
